Booking_ID,Booking_Date,Check_In_Date,Check_Out_Date,Nights,City,Country,Region,Property_Type,Room_Type,Guests,Price_Per_Night,Total_Price,Host_Rating,Guest_Rating,Amenities_Count,Instant_Book,Cancellation_Status,Guest_Country
11784,2023-12-24,2024-02-10,2024-02-11,1,"Sydney","Australia","Oceania","Studio","Hotel room",4,132,132,4.7,4.3,13,false,"Confirmed","Spain"
11785,2021-12-25,2022-01-28,2022-02-05,8,"Sydney","Australia","Oceania","Apartment","Private room",4,158,1264,4.8,4.7,5,true,"Cancelled","South Korea"
11786,2022-08-18,2022-08-29,2022-09-12,14,"Sydney","Australia","Oceania","House","Shared room",1,128,1792,5,4.1,8,true,"Confirmed","Germany"
11787,2021-05-11,2021-06-11,2021-06-14,3,"Sydney","Australia","Oceania","Townhouse","Hotel room",2,249,747,4.6,4.9,10,false,"Cancelled","Australia"
11788,2023-07-30,2023-08-06,2023-08-18,12,"Sydney","Australia","Oceania","Studio","Hotel room",1,88,1056,4.4,4.9,5,true,"Confirmed","Netherlands"
11789,2023-12-31,2024-01-24,2024-01-25,1,"Sydney","Australia","Oceania","Loft","Shared room",1,76,76,4.5,4.8,6,false,"Confirmed","Japan"
11790,2020-03-27,2020-04-02,2020-04-10,8,"Sydney","Australia","Oceania","Townhouse","Private room",3,139,1112,4.1,4.3,16,true,"Cancelled","Italy"
11791,2022-07-07,2022-07-29,2022-08-07,9,"Sydney","Australia","Oceania","Condo","Entire home/apt",2,260,2340,4.3,4.6,15,true,"Confirmed","Australia"
11792,2020-05-31,2020-06-09,2020-06-19,10,"Sydney","Australia","Oceania","Studio","Shared room",5,50,500,4.3,4.6,13,false,"Cancelled","Germany"
11793,2022-05-05,2022-06-27,2022-07-06,9,"Sydney","Australia","Oceania","House","Shared room",4,112,1008,4.2,4.1,11,true,"Confirmed","India"
11794,2021-09-25,2021-09-30,2021-10-07,7,"Sydney","Australia","Oceania","Villa","Private room",2,251,1757,4.7,4.2,18,false,"Confirmed","South Korea"
11795,2022-06-17,2022-07-27,2022-08-10,14,"Sydney","Australia","Oceania","Loft","Private room",1,155,2170,4.2,4.6,18,true,"Confirmed","South Korea"
11796,2021-09-13,2021-11-03,2021-11-08,5,"Sydney","Australia","Oceania","Studio","Hotel room",1,86,430,4.4,4.4,14,true,"Confirmed","South Korea"
11797,2022-09-09,2022-10-09,2022-10-22,13,"Sydney","Australia","Oceania","House","Private room",2,134,1742,4.4,4.9,13,true,"Confirmed","Brazil"
11798,2022-04-18,2022-06-02,2022-06-12,10,"Sydney","Australia","Oceania","Loft","Private room",2,172,1720,4.9,4.8,9,false,"Confirmed","France"
11799,2021-10-27,2021-12-15,2021-12-23,8,"Sydney","Australia","Oceania","Apartment","Shared room",2,74,592,4.4,4.1,14,true,"Confirmed","Canada"
11800,2022-09-16,2022-09-30,2022-10-12,12,"Sydney","Australia","Oceania","Townhouse","Entire home/apt",2,321,3852,4.2,4.4,5,true,"Confirmed","Spain"
11801,2020-01-14,2020-03-11,2020-03-23,12,"Dubai","UAE","Asia","Cottage","Entire home/apt",1,238,2856,4.3,4.7,8,true,"Confirmed","India"
11802,2020-07-01,2020-08-18,2020-08-24,6,"Dubai","UAE","Asia","Villa","Entire home/apt",3,381,2286,4.4,4.9,14,true,"Confirmed","China"
11803,2023-05-20,2023-06-20,2023-06-22,2,"Dubai","UAE","Asia","Cottage","Private room",3,179,358,4.5,4.9,17,true,"Confirmed","Netherlands"
11804,2021-08-03,2021-08-25,2021-08-28,3,"Dubai","UAE","Asia","Villa","Shared room",1,184,552,4.8,4.1,16,true,"Confirmed","Japan"
11805,2022-01-08,2022-01-24,2022-01-30,6,"Dubai","UAE","Asia","Condo","Entire home/apt",1,239,1434,4.5,5,9,false,"Confirmed","South Korea"
11806,2021-06-05,2021-07-23,2021-07-27,4,"Dubai","UAE","Asia","Villa","Hotel room",1,289,1156,4.4,4.9,16,false,"Confirmed","Canada"
11807,2021-08-17,2021-09-24,2021-09-29,5,"Dubai","UAE","Asia","Penthouse","Entire home/apt",3,561,2805,4.3,4.7,18,true,"Confirmed","Japan"
11808,2022-05-05,2022-05-26,2022-06-04,9,"Dubai","UAE","Asia","Cottage","Hotel room",1,162,1458,4.9,4.7,8,true,"Cancelled","United States"
11809,2022-08-26,2022-10-15,2022-10-23,8,"Dubai","UAE","Asia","Penthouse","Shared room",3,180,1440,4.9,4.8,17,true,"Cancelled","Brazil"
11810,2020-12-27,2021-01-02,2021-01-08,6,"Dubai","UAE","Asia","House","Private room",3,208,1248,4.4,4.1,13,false,"Confirmed","Italy"
11811,2020-03-17,2020-04-11,2020-04-12,1,"Dubai","UAE","Asia","House","Private room",1,157,157,4.1,4.9,9,true,"Confirmed","South Korea"
11812,2022-07-27,2022-08-21,2022-08-31,10,"Dubai","UAE","Asia","Loft","Hotel room",3,237,2370,4,4.5,12,true,"Cancelled","South Korea"
11813,2023-03-15,2023-03-18,2023-03-19,1,"Dubai","UAE","Asia","Condo","Private room",1,126,126,4.5,4.7,14,true,"Cancelled","South Korea"
11814,2020-08-01,2020-09-21,2020-09-30,9,"Dubai","UAE","Asia","Studio","Private room",2,102,918,4.1,4.1,7,true,"Confirmed","United States"
11815,2023-09-28,2023-10-03,2023-10-04,1,"Dubai","UAE","Asia","House","Hotel room",2,137,137,4.2,4.4,10,true,"Confirmed","Germany"
11816,2022-11-27,2022-12-03,2022-12-05,2,"Dubai","UAE","Asia","Villa","Private room",3,240,480,4.6,4.1,16,true,"Cancelled","Netherlands"
11817,2022-10-06,2022-10-06,2022-10-13,7,"Dubai","UAE","Asia","Villa","Entire home/apt",2,249,1743,4.1,4.6,18,false,"Confirmed","South Korea"
11818,2022-12-16,2022-12-18,2022-12-20,2,"Dubai","UAE","Asia","Condo","Hotel room",1,151,302,4.3,4.4,10,true,"Confirmed","India"
11819,2020-07-29,2020-08-18,2020-08-24,6,"Dubai","UAE","Asia","Penthouse","Hotel room",1,427,2562,4.1,4.7,7,false,"Confirmed","China"
11820,2021-09-19,2021-10-01,2021-10-07,6,"Dubai","UAE","Asia","Apartment","Shared room",2,74,444,4.7,4.8,18,false,"Confirmed","Canada"
11821,2022-06-17,2022-08-12,2022-08-20,8,"Dubai","UAE","Asia","Condo","Entire home/apt",2,273,2184,4.7,4.8,15,true,"Confirmed","Brazil"
11822,2020-01-28,2020-02-02,2020-02-15,13,"Dubai","UAE","Asia","Villa","Hotel room",1,237,3081,4.6,4.6,17,false,"Confirmed","Canada"
11823,2020-01-03,2020-02-17,2020-02-26,9,"Dubai","UAE","Asia","Apartment","Hotel room",2,151,1359,4.9,4.8,12,false,"Confirmed","Mexico"
11824,2021-12-28,2022-01-06,2022-01-10,4,"Dubai","UAE","Asia","Condo","Hotel room",1,136,544,4.2,4.3,7,false,"Cancelled","Brazil"
11825,2023-03-02,2023-04-22,2023-04-28,6,"Dubai","UAE","Asia","Villa","Entire home/apt",2,326,1956,4.7,4.7,18,true,"Cancelled","France"
11826,2021-08-27,2021-09-24,2021-09-25,1,"Dubai","UAE","Asia","Cottage","Entire home/apt",1,296,296,4.1,4.4,12,false,"Confirmed","Japan"
11827,2020-07-10,2020-07-23,2020-08-05,13,"Dubai","UAE","Asia","Cabin","Hotel room",3,192,2496,4.1,4.3,7,true,"Cancelled","China"
11828,2021-06-05,2021-06-15,2021-06-19,4,"Dubai","UAE","Asia","Condo","Entire home/apt",2,265,1060,4.5,4.6,7,false,"Confirmed","Australia"
11829,2020-03-13,2020-04-04,2020-04-14,10,"Dubai","UAE","Asia","Studio","Shared room",3,68,680,4.2,4.1,11,false,"Confirmed","Mexico"
11830,2020-11-10,2021-01-01,2021-01-15,14,"Dubai","UAE","Asia","Cabin","Entire home/apt",1,249,3486,4.8,4.7,7,false,"Cancelled","France"
11831,2022-11-24,2022-11-25,2022-11-27,2,"Dubai","UAE","Asia","Cottage","Shared room",3,100,200,4.3,4.1,8,true,"Confirmed","United Kingdom"
11832,2020-07-14,2020-08-05,2020-08-07,2,"Dubai","UAE","Asia","Apartment","Shared room",4,77,154,4.5,4.6,7,true,"Confirmed","Netherlands"
11833,2022-05-06,2022-06-11,2022-06-14,3,"Dubai","UAE","Asia","Condo","Private room",3,203,609,4.9,4.8,13,false,"Confirmed","Mexico"
11834,2022-08-24,2022-09-13,2022-09-23,10,"Dubai","UAE","Asia","Studio","Private room",3,86,860,4.3,4.6,7,true,"Confirmed","Netherlands"
11835,2020-09-19,2020-10-08,2020-10-22,14,"Dubai","UAE","Asia","Condo","Hotel room",2,129,1806,4.3,4.3,12,true,"Cancelled","Brazil"
11836,2023-10-27,2023-11-17,2023-11-27,10,"Dubai","UAE","Asia","Penthouse","Shared room",2,154,1540,4.1,4.2,17,false,"Confirmed","Australia"
11837,2021-12-01,2022-01-30,2022-02-05,6,"Dubai","UAE","Asia","Apartment","Entire home/apt",3,188,1128,4.7,4.8,11,false,"Confirmed","United States"
11838,2020-01-09,2020-02-26,2020-03-05,8,"Dubai","UAE","Asia","Loft","Private room",1,189,1512,4.4,4.4,12,false,"Cancelled","Australia"
11839,2020-10-02,2020-10-06,2020-10-15,9,"Dubai","UAE","Asia","Loft","Entire home/apt",2,166,1494,4.3,4.8,16,false,"Confirmed","Netherlands"
11840,2022-04-30,2022-05-13,2022-05-24,11,"Dubai","UAE","Asia","Cottage","Entire home/apt",2,235,2585,4.8,4.8,18,true,"Confirmed","Italy"
11841,2022-08-03,2022-09-25,2022-10-05,10,"Dubai","UAE","Asia","Cabin","Hotel room",4,119,1190,4.5,4.2,12,true,"Confirmed","Mexico"
11842,2020-08-07,2020-08-25,2020-08-28,3,"Dubai","UAE","Asia","Villa","Private room",2,274,822,4.7,4.5,16,true,"Confirmed","United Kingdom"
11843,2023-05-17,2023-07-12,2023-07-16,4,"Dubai","UAE","Asia","House","Private room",3,171,684,4.2,4.2,6,false,"Confirmed","United States"
11844,2023-01-07,2023-02-14,2023-02-22,8,"Dubai","UAE","Asia","Cottage","Entire home/apt",2,268,2144,4.1,4.8,19,false,"Confirmed","Japan"
11845,2020-02-09,2020-04-05,2020-04-09,4,"Dubai","UAE","Asia","Cottage","Private room",2,125,500,4.8,4.6,19,true,"Cancelled","Germany"
11846,2020-03-08,2020-03-19,2020-03-23,4,"Dubai","UAE","Asia","Loft","Private room",3,158,632,4.7,4.1,14,true,"Confirmed","Australia"
11847,2020-04-05,2020-04-21,2020-04-30,9,"Dubai","UAE","Asia","Townhouse","Private room",3,191,1719,4.6,4.4,19,false,"Confirmed","China"
11848,2022-06-06,2022-06-06,2022-06-12,6,"Dubai","UAE","Asia","House","Hotel room",1,196,1176,4,4.2,10,false,"Cancelled","India"
11849,2022-02-02,2022-03-10,2022-03-14,4,"Dubai","UAE","Asia","Condo","Hotel room",1,161,644,4.5,4.3,14,false,"Confirmed","Germany"
11850,2022-12-08,2022-12-24,2022-12-26,2,"Dubai","UAE","Asia","Cottage","Hotel room",2,175,350,4.8,4.6,11,true,"Cancelled","China"
11851,2021-05-22,2021-06-04,2021-06-09,5,"Dubai","UAE","Asia","Condo","Hotel room",2,237,1185,4.6,5,5,true,"Confirmed","Netherlands"
11852,2023-12-09,2024-01-06,2024-01-19,13,"Dubai","UAE","Asia","Cabin","Private room",2,137,1781,4.5,4.3,6,false,"Confirmed","China"
11853,2022-05-31,2022-06-14,2022-06-16,2,"Dubai","UAE","Asia","Villa","Hotel room",1,308,616,4.2,4.9,12,true,"Confirmed","China"
11854,2020-06-03,2020-06-07,2020-06-20,13,"Dubai","UAE","Asia","Cabin","Shared room",3,77,1001,4.9,4.7,13,false,"Confirmed","Japan"
11855,2023-08-18,2023-09-20,2023-10-02,12,"Dubai","UAE","Asia","Townhouse","Entire home/apt",1,358,4296,5,4.8,18,true,"Confirmed","Japan"
11856,2021-11-21,2022-01-20,2022-01-24,4,"Dubai","UAE","Asia","Condo","Shared room",2,87,348,4.9,4.1,8,true,"Confirmed","Japan"
11857,2021-12-15,2022-01-04,2022-01-08,4,"Dubai","UAE","Asia","Apartment","Private room",3,125,500,4.9,4.6,7,true,"Confirmed","Netherlands"
11858,2021-06-03,2021-06-14,2021-06-24,10,"Dubai","UAE","Asia","House","Entire home/apt",1,317,3170,4.4,4.7,17,true,"Confirmed","Spain"
11859,2022-12-02,2022-12-13,2022-12-21,8,"Dubai","UAE","Asia","House","Hotel room",3,226,1808,4.6,4.4,7,false,"Confirmed","China"
11860,2021-10-31,2021-11-21,2021-12-02,11,"Dubai","UAE","Asia","Condo","Shared room",4,72,792,4.2,5,14,false,"Confirmed","Italy"
11861,2023-03-25,2023-05-10,2023-05-18,8,"Dubai","UAE","Asia","Studio","Private room",2,74,592,4.4,4.8,16,false,"Confirmed","Australia"
11862,2021-09-19,2021-09-24,2021-09-27,3,"Dubai","UAE","Asia","Loft","Private room",1,166,498,4.4,4.1,8,true,"Confirmed","France"
11863,2020-02-19,2020-02-19,2020-03-01,11,"Dubai","UAE","Asia","Studio","Hotel room",3,97,1067,4,4.5,6,false,"Confirmed","China"
11864,2022-04-05,2022-05-28,2022-06-08,11,"Dubai","UAE","Asia","Cabin","Hotel room",3,150,1650,4.2,4.5,16,true,"Confirmed","Germany"
11865,2021-09-23,2021-11-01,2021-11-12,11,"Dubai","UAE","Asia","Studio","Hotel room",1,101,1111,4.8,4.5,8,true,"Confirmed","Japan"
11866,2021-05-15,2021-06-27,2021-07-10,13,"Dubai","UAE","Asia","Condo","Private room",1,173,2249,4.7,4.8,18,false,"Confirmed","France"
11867,2021-01-04,2021-02-17,2021-02-22,5,"Dubai","UAE","Asia","Townhouse","Private room",2,156,780,4.8,4.9,9,false,"Confirmed","Mexico"
11868,2020-01-20,2020-02-10,2020-02-17,7,"Dubai","UAE","Asia","Apartment","Shared room",3,92,644,4.7,4.7,6,true,"Confirmed","Germany"
11869,2023-10-06,2023-10-18,2023-11-01,14,"Dubai","UAE","Asia","Cabin","Hotel room",3,112,1568,4,4.5,12,false,"Confirmed","India"
11870,2021-12-26,2021-12-26,2022-01-02,7,"Dubai","UAE","Asia","Apartment","Private room",2,146,1022,4.9,4.2,18,false,"Cancelled","Mexico"
11871,2023-02-12,2023-02-25,2023-03-11,14,"Dubai","UAE","Asia","Townhouse","Hotel room",1,239,3346,4.6,4.3,19,false,"Confirmed","Italy"
11872,2022-12-30,2023-01-14,2023-01-25,11,"Dubai","UAE","Asia","Apartment","Hotel room",3,185,2035,4.8,4.3,16,true,"Confirmed","Germany"
11873,2020-06-27,2020-07-20,2020-07-31,11,"Dubai","UAE","Asia","Townhouse","Shared room",3,148,1628,4.2,4.9,18,true,"Confirmed","China"
11874,2022-04-16,2022-06-04,2022-06-06,2,"Dubai","UAE","Asia","Villa","Hotel room",1,410,820,4.8,4.8,9,true,"Confirmed","Spain"
11875,2022-07-10,2022-08-14,2022-08-23,9,"Dubai","UAE","Asia","Studio","Hotel room",3,125,1125,4.4,4.6,13,false,"Confirmed","China"
11876,2021-12-23,2022-01-25,2022-02-01,7,"Dubai","UAE","Asia","Loft","Shared room",2,100,700,4.2,4.5,12,true,"Confirmed","Brazil"
11877,2022-11-03,2022-12-10,2022-12-19,9,"Dubai","UAE","Asia","Villa","Shared room",2,169,1521,4.3,4.7,8,false,"Confirmed","Canada"
11878,2021-11-17,2022-01-10,2022-01-15,5,"Dubai","UAE","Asia","Cabin","Entire home/apt",2,161,805,4.2,4.6,19,true,"Confirmed","Brazil"
11879,2020-07-10,2020-07-18,2020-07-27,9,"Dubai","UAE","Asia","Villa","Hotel room",1,314,2826,4.1,4.2,13,false,"Confirmed","Mexico"
11880,2023-07-23,2023-08-11,2023-08-23,12,"Dubai","UAE","Asia","Studio","Private room",2,131,1572,4.5,4.2,15,true,"Cancelled","Australia"
11881,2023-02-20,2023-02-23,2023-02-26,3,"Dubai","UAE","Asia","Studio","Entire home/apt",2,116,348,5,4.2,5,true,"Cancelled","Brazil"
11882,2022-07-03,2022-08-11,2022-08-14,3,"Dubai","UAE","Asia","Cottage","Hotel room",3,215,645,4.4,4.2,11,true,"Confirmed","India"
11883,2023-02-19,2023-03-07,2023-03-17,10,"Dubai","UAE","Asia","Villa","Hotel room",3,234,2340,4.6,4.5,16,true,"Confirmed","France"
11884,2021-01-09,2021-03-06,2021-03-18,12,"Dubai","UAE","Asia","Apartment","Shared room",2,91,1092,4.3,4.5,11,true,"Cancelled","Netherlands"
11885,2020-02-01,2020-03-11,2020-03-14,3,"Dubai","UAE","Asia","Townhouse","Entire home/apt",1,217,651,4.8,4.3,11,false,"Confirmed","Mexico"
11886,2023-08-27,2023-09-23,2023-09-24,1,"Dubai","UAE","Asia","Apartment","Entire home/apt",3,242,242,4.2,4.3,9,true,"Cancelled","United States"
11887,2021-12-21,2022-01-09,2022-01-20,11,"Dubai","UAE","Asia","Villa","Hotel room",3,296,3256,4.2,4.8,18,false,"Confirmed","Spain"
11888,2022-04-24,2022-05-17,2022-05-31,14,"Dubai","UAE","Asia","Cabin","Entire home/apt",4,144,2016,4.5,4.1,8,true,"Confirmed","United States"
11889,2022-09-02,2022-09-06,2022-09-14,8,"Dubai","UAE","Asia","Villa","Shared room",1,162,1296,4.7,4.7,7,false,"Confirmed","Brazil"
11890,2020-08-05,2020-09-21,2020-10-05,14,"Dubai","UAE","Asia","Loft","Entire home/apt",1,287,4018,4.3,4.4,13,true,"Confirmed","Mexico"
11891,2022-12-25,2023-01-01,2023-01-05,4,"Dubai","UAE","Asia","Apartment","Entire home/apt",2,181,724,4.6,4.8,6,false,"Confirmed","Mexico"
11892,2022-08-01,2022-09-15,2022-09-29,14,"Dubai","UAE","Asia","Studio","Shared room",3,65,910,4.5,4.9,7,false,"Confirmed","Germany"
11893,2021-06-16,2021-08-10,2021-08-15,5,"Dubai","UAE","Asia","Cabin","Private room",4,115,575,4.7,4.4,5,true,"Confirmed","South Korea"
11894,2023-06-20,2023-07-02,2023-07-04,2,"Dubai","UAE","Asia","Townhouse","Entire home/apt",3,315,630,4.7,4.6,16,true,"Confirmed","Brazil"
11895,2023-03-18,2023-05-03,2023-05-04,1,"Dubai","UAE","Asia","Villa","Private room",1,178,178,4.3,4.1,19,false,"Confirmed","France"
11896,2021-11-19,2021-12-11,2021-12-25,14,"Dubai","UAE","Asia","Villa","Hotel room",2,349,4886,4.7,4.3,13,false,"Confirmed","Australia"
11897,2022-05-03,2022-06-15,2022-06-18,3,"Dubai","UAE","Asia","Cottage","Private room",1,144,432,4.3,4.9,14,false,"Cancelled","China"
11898,2023-12-11,2024-01-12,2024-01-22,10,"Dubai","UAE","Asia","Apartment","Private room",2,165,1650,4.3,4.7,11,false,"Confirmed","Canada"
11899,2021-10-14,2021-11-16,2021-11-30,14,"Dubai","UAE","Asia","House","Private room",1,152,2128,4.7,5,14,true,"Confirmed","Australia"
11900,2020-06-07,2020-06-11,2020-06-17,6,"Dubai","UAE","Asia","Studio","Shared room",2,63,378,4.8,4.2,15,true,"Confirmed","Japan"
11901,2022-04-26,2022-05-22,2022-05-31,9,"Dubai","UAE","Asia","Apartment","Shared room",2,79,711,4.2,4.5,6,false,"Confirmed","India"
11902,2021-09-30,2021-10-11,2021-10-22,11,"Dubai","UAE","Asia","Townhouse","Entire home/apt",1,250,2750,4.4,4.5,5,true,"Confirmed","Germany"
11903,2022-10-08,2022-10-31,2022-11-03,3,"Dubai","UAE","Asia","House","Private room",1,168,504,4.1,4.4,14,false,"Confirmed","Japan"
11904,2022-08-23,2022-10-15,2022-10-25,10,"Dubai","UAE","Asia","Cabin","Hotel room",1,119,1190,4.7,4.4,8,true,"Confirmed","United Kingdom"
11905,2021-08-15,2021-08-25,2021-08-28,3,"Dubai","UAE","Asia","Cottage","Hotel room",1,183,549,4.7,4.3,15,false,"Confirmed","Germany"
11906,2021-09-20,2021-10-02,2021-10-11,9,"Dubai","UAE","Asia","House","Private room",3,162,1458,4.9,4.4,16,true,"Confirmed","Japan"
11907,2022-11-30,2023-01-04,2023-01-15,11,"Dubai","UAE","Asia","Condo","Shared room",3,93,1023,4.5,5,15,true,"Confirmed","South Korea"
11908,2020-05-29,2020-07-05,2020-07-16,11,"Dubai","UAE","Asia","Villa","Shared room",2,184,2024,4.6,4.8,17,false,"Confirmed","United Kingdom"
11909,2023-04-29,2023-05-28,2023-05-31,3,"Dubai","UAE","Asia","Townhouse","Private room",2,192,576,4.6,4.9,5,true,"Confirmed","Australia"
11910,2022-02-10,2022-02-20,2022-03-02,10,"Dubai","UAE","Asia","Condo","Private room",2,143,1430,4.2,5,18,false,"Confirmed","Netherlands"
11911,2023-03-12,2023-04-30,2023-05-14,14,"Dubai","UAE","Asia","Studio","Hotel room",1,101,1414,4.4,4.5,11,false,"Confirmed","South Korea"
11912,2021-08-07,2021-08-07,2021-08-17,10,"Dubai","UAE","Asia","Loft","Entire home/apt",1,336,3360,5,4.5,8,true,"Confirmed","Canada"
11913,2021-08-02,2021-09-16,2021-09-21,5,"Dubai","UAE","Asia","Penthouse","Hotel room",2,361,1805,4.1,4.3,18,false,"Confirmed","Canada"
11914,2023-11-20,2023-11-25,2023-12-07,12,"Dubai","UAE","Asia","Townhouse","Private room",3,164,1968,4.9,4.6,5,true,"Confirmed","United States"
11915,2021-03-22,2021-04-28,2021-05-01,3,"Dubai","UAE","Asia","Condo","Private room",4,139,417,4.6,4.8,18,true,"Confirmed","Australia"
11916,2022-03-26,2022-05-12,2022-05-18,6,"Dubai","UAE","Asia","Apartment","Private room",2,116,696,5,4.2,7,true,"Cancelled","Germany"
11917,2020-04-09,2020-05-18,2020-05-25,7,"Dubai","UAE","Asia","Loft","Hotel room",2,174,1218,4.5,4.4,17,false,"Confirmed","Netherlands"
11918,2021-12-29,2022-02-18,2022-03-03,13,"Dubai","UAE","Asia","Apartment","Private room",4,134,1742,4.3,4.1,9,true,"Confirmed","Netherlands"
11919,2023-06-22,2023-06-26,2023-07-09,13,"Dubai","UAE","Asia","Cabin","Shared room",2,88,1144,4.5,4.8,11,false,"Confirmed","South Korea"
11920,2022-12-25,2023-01-18,2023-01-27,9,"Dubai","UAE","Asia","Villa","Hotel room",1,287,2583,4.2,4.2,16,false,"Confirmed","United States"
11921,2023-12-21,2024-02-13,2024-02-27,14,"Dubai","UAE","Asia","Loft","Private room",2,145,2030,4.6,4.8,9,true,"Confirmed","Canada"
11922,2023-09-07,2023-10-15,2023-10-16,1,"Dubai","UAE","Asia","Villa","Hotel room",5,242,242,4.3,4.5,9,false,"Confirmed","Mexico"
11923,2022-06-29,2022-07-24,2022-07-31,7,"Dubai","UAE","Asia","Cottage","Private room",1,127,889,4.1,4.1,11,false,"Confirmed","Brazil"
11924,2022-05-09,2022-05-28,2022-06-02,5,"Dubai","UAE","Asia","Studio","Shared room",1,70,350,4.5,4.4,6,true,"Confirmed","Japan"
11925,2020-11-29,2021-01-16,2021-01-27,11,"Dubai","UAE","Asia","Townhouse","Shared room",2,111,1221,4.7,4.5,12,false,"Confirmed","Japan"
11926,2021-10-10,2021-11-30,2021-12-10,10,"Dubai","UAE","Asia","Penthouse","Entire home/apt",5,409,4090,4.8,4.3,14,false,"Confirmed","Germany"
11927,2023-04-24,2023-05-06,2023-05-14,8,"Dubai","UAE","Asia","Penthouse","Entire home/apt",4,492,3936,4.1,4.5,7,true,"Confirmed","Netherlands"
11928,2022-04-07,2022-05-24,2022-05-28,4,"Dubai","UAE","Asia","Penthouse","Hotel room",2,310,1240,4.4,4.3,16,true,"Confirmed","Netherlands"
11929,2022-10-26,2022-10-30,2022-11-11,12,"Dubai","UAE","Asia","Penthouse","Shared room",1,154,1848,4.5,4.9,11,false,"Confirmed","Italy"
11930,2023-01-02,2023-02-05,2023-02-06,1,"Dubai","UAE","Asia","Cabin","Entire home/apt",3,208,208,4.2,4.5,9,false,"Confirmed","United Kingdom"
11931,2023-07-18,2023-09-03,2023-09-10,7,"Dubai","UAE","Asia","Studio","Private room",2,92,644,4,4.5,5,true,"Confirmed","United Kingdom"
11932,2023-05-27,2023-07-01,2023-07-07,6,"Dubai","UAE","Asia","Apartment","Private room",4,174,1044,4.9,5,17,true,"Confirmed","South Korea"
11933,2023-05-09,2023-06-22,2023-07-01,9,"Dubai","UAE","Asia","Loft","Shared room",2,106,954,4.9,4.9,18,true,"Cancelled","Germany"
11934,2021-02-10,2021-03-20,2021-03-28,8,"Dubai","UAE","Asia","Cottage","Hotel room",3,208,1664,4.6,4,8,true,"Confirmed","China"
11935,2023-03-28,2023-04-06,2023-04-17,11,"Dubai","UAE","Asia","Villa","Shared room",1,157,1727,4.9,4.3,17,false,"Confirmed","United States"
11936,2023-08-29,2023-09-07,2023-09-20,13,"Dubai","UAE","Asia","Loft","Private room",1,164,2132,4.7,4.5,5,true,"Confirmed","Australia"
11937,2023-06-29,2023-08-15,2023-08-26,11,"Dubai","UAE","Asia","Loft","Private room",2,153,1683,5,4.8,9,true,"Confirmed","Australia"
11938,2020-12-18,2021-02-11,2021-02-21,10,"Dubai","UAE","Asia","Apartment","Private room",1,121,1210,4.2,5,10,true,"Cancelled","Netherlands"
11939,2021-09-16,2021-10-29,2021-11-12,14,"Dubai","UAE","Asia","Cabin","Entire home/apt",2,175,2450,4.3,4.9,11,false,"Confirmed","China"
11940,2020-01-16,2020-02-01,2020-02-12,11,"Dubai","UAE","Asia","Penthouse","Shared room",4,165,1815,4.3,4.7,13,true,"Confirmed","Spain"
11941,2020-10-07,2020-10-12,2020-10-21,9,"Dubai","UAE","Asia","Cottage","Shared room",1,87,783,4.2,4.8,5,true,"Confirmed","Germany"
11942,2022-11-21,2022-12-19,2022-12-23,4,"Dubai","UAE","Asia","Studio","Hotel room",3,119,476,4.3,4.1,7,false,"Cancelled","Canada"
11943,2022-02-10,2022-03-08,2022-03-20,12,"Dubai","UAE","Asia","House","Shared room",2,110,1320,5,4.5,7,true,"Confirmed","India"
11944,2022-10-06,2022-10-25,2022-10-27,2,"Dubai","UAE","Asia","Studio","Entire home/apt",2,120,240,5,4.9,7,false,"Cancelled","Australia"
11945,2020-08-16,2020-09-20,2020-09-21,1,"Dubai","UAE","Asia","Loft","Entire home/apt",1,279,279,4.2,4.3,6,false,"Confirmed","United Kingdom"
11946,2022-07-08,2022-07-11,2022-07-19,8,"Dubai","UAE","Asia","Apartment","Entire home/apt",3,191,1528,4.1,4.5,8,true,"Confirmed","China"
11947,2021-08-14,2021-09-09,2021-09-19,10,"Dubai","UAE","Asia","Condo","Entire home/apt",1,278,2780,4.8,4.8,6,false,"Confirmed","Brazil"
11948,2023-11-23,2023-12-27,2023-12-31,4,"Dubai","UAE","Asia","Apartment","Hotel room",2,145,580,4.3,4,16,false,"Cancelled","Netherlands"
11949,2022-09-27,2022-10-18,2022-10-22,4,"Dubai","UAE","Asia","Studio","Hotel room",3,82,328,4.8,4.6,19,true,"Cancelled","France"
11950,2021-01-19,2021-03-07,2021-03-17,10,"Dubai","UAE","Asia","Villa","Hotel room",3,213,2130,4.3,4.6,18,true,"Confirmed","United Kingdom"
11951,2021-11-20,2021-12-20,2021-12-25,5,"Dubai","UAE","Asia","Villa","Shared room",2,169,845,4.3,4.7,5,false,"Cancelled","Canada"
11952,2020-04-03,2020-05-14,2020-05-20,6,"Dubai","UAE","Asia","Loft","Private room",2,146,876,4.8,4.9,9,false,"Confirmed","United Kingdom"
11953,2020-04-06,2020-05-19,2020-05-30,11,"Dubai","UAE","Asia","Villa","Private room",3,249,2739,4.2,4.9,14,false,"Confirmed","Italy"
11954,2021-09-27,2021-10-13,2021-10-15,2,"Dubai","UAE","Asia","Villa","Private room",3,184,368,4.1,4.2,9,true,"Confirmed","Italy"
11955,2021-11-20,2022-01-18,2022-01-25,7,"Dubai","UAE","Asia","Penthouse","Hotel room",2,326,2282,4,4.4,8,true,"Cancelled","Mexico"
